user_id,location_id_number
3,386
3,386
3,386
3,386
3,386
3,293
3,293
3,85
3,85
3,85
3,419
3,419
3,365
3,365
3,477
3,477
3,477
3,458
3,458
3,430
3,430
3,85
3,430
3,430
3,430
3,460
3,97
3,97
3,69
3,69
3,69
3,114
3,114
3,346
3,346
3,346
3,404
3,404
3,404
3,430
3,430
3,114
3,430
3,458
3,360
3,430
3,430
3,460
3,460
3,85
3,85
3,85
3,85
3,430
3,430
3,430
3,430
3,430
3,79
3,79
3,79
3,87
3,87
3,391
3,391
3,418
3,418
3,418
3,418
3,418
3,114
3,114
3,460
3,114
3,114
3,311
3,311
3,460
3,75
3,346
3,346
3,66
3,66
3,66
3,418
3,418
3,418
3,418
3,418
3,418
3,75
3,430
3,311
3,430
3,430
3,430
3,85
3,202
3,202
3,430
3,430
3,460
3,460
3,430
3,460
3,461
3,71
3,460
3,231
3,231
3,460
3,231
3,231
3,231
3,231
3,231
3,460
3,231
3,231
3,231
3,460
3,311
3,311
3,460
3,391
3,391
3,391
3,227
3,460
3,460
3,32
3,460
3,75
3,75
3,75
3,460
3,85
3,323
3,323
3,323
3,460
3,430
3,196
3,430
3,460
3,430
3,460
3,430
3,460
3,397
3,397
3,397
3,460
3,430
3,460
3,430
3,460
3,120
3,120
3,120
3,460
3,430
3,430
3,460
3,419
3,419
3,419
3,419
3,460
3,311
3,311
3,311
3,185
3,460
3,419
3,460
3,460
3,321
3,321
3,334
3,430
3,334
3,75
3,334
3,430
3,322
3,334
3,311
3,334
3,430
3,430
3,334
3,304
3,304
3,430
3,334
3,430
3,460
3,179
3,179
3,179
3,334
3,430
3,85
3,85
3,215
3,215
3,334
3,430
3,334
3,334
3,430
3,334
3,334
3,430
3,460
3,23
3,23
3,23
3,334
3,419
3,309
3,334
3,321
3,334
3,139
3,94
3,94
3,236
3,223
3,223
3,223
3,334
3,334
3,334
3,334
3,334
3,334
3,430
3,430
3,334
3,430
3,430
3,334
3,430
3,334
3,199
3,430
3,334
3,430
3,334
3,430
3,458
3,458
3,79
3,458
3,233
3,475
3,185
3,185
3,334
3,59
3,334
3,334
3,256
3,334
3,334
3,430
3,106
3,430
3,460
3,334
3,430
3,334
3,430
3,334
3,134
3,430
3,334
3,430
3,334
3,85
3,278
3,430
3,334
3,334
3,334
3,430
3,233
3,334
3,129
3,334
3,87
3,87
3,419
3,391
3,139
3,334
3,430
3,334
3,430
3,334
3,334
3,430
3,334
3,430
3,37
3,37
3,430
3,419
3,419
3,334
3,334
3,355
3,355
3,153
3,153
3,334
3,216
3,216
3,439
3,439
3,439
3,372
3,372
3,271
3,334
3,430
3,334
3,430
3,334
3,430
3,334
3,430
3,430
3,334
3,163
3,163
3,163
3,334
3,334
3,334
3,346
3,241
3,179
3,293
3,334
3,334
3,334
3,430
3,430
3,334
3,334
3,430
3,419
3,419
3,419
3,419
3,334
3,430
3,430
3,334
3,419
3,334
3,391
3,391
3,334
3,129
3,134
3,134
3,232
3,232
3,390
3,390
3,390
3,334
3,311
3,311
3,360
3,360
3,334
3,320
3,320
3,334
3,334
3,334
3,430
3,382
3,322
3,430
3,334
3,430
3,334
3,430
3,334
3,85
3,383
3,383
3,383
3,334
3,430
3,334
3,430
3,334
3,334
3,430
3,419
3,334
3,391
3,334
3,419
3,334
3,19
3,94
3,90
3,334
3,334
3,311
3,196
3,43
3,43
3,393
3,334
3,187
3,372
4,338
3,334
4,338
4,338
3,225
3,225
3,225
3,225
4,338
3,225
3,87
4,338
4,338
4,237
4,237
3,430
4,237
4,237
4,220
4,237
3,334
3,334
4,237
4,237
3,430
4,237
4,112
4,112
4,112
3,334
4,338
3,311
4,338
4,237
4,237
3,430
4,237
4,220
3,334
4,220
4,237
4,37
4,269
4,58
4,122
4,37
3,490
4,338
3,334
4,338
4,338
4,1
4,237
4,237
4,237
3,430
4,237
4,237
4,237
3,334
3,430
4,338
4,128
4,128
4,128
4,338
4,338
3,85
3,85
3,394
3,394
4,338
3,85
3,85
3,334
4,237
4,237
4,237
4,237
4,237
3,430
4,237
4,237
3,334
3,430
4,37
4,199
3,85
4,37
3,85
3,98
4,338
3,334
3,419
3,419
3,334
4,338
4,17
4,17
3,430
4,17
4,35
4,338
3,106
4,338
3,334
4,115
4,115
4,338
4,338
3,419
3,419
4,338
4,338
4,327
4,111
3,245
4,119
4,119
4,338
4,338
3,343
3,343
3,439
4,54
3,439
3,334
3,103
4,338
3,103
3,311
3,311
4,338
4,338
4,237
3,334
3,311
3,311
3,196
3,196
3,196
4,237
4,237
3,334
4,338
4,338
4,338
3,334
3,334
3,164
4,237
4,237
4,237
4,237
3,430
4,237
4,315
4,237
4,93
4,53
4,53
4,338
3,360
4,338
4,338
3,311
4,237
4,237
3,334
3,430
4,237
4,237
3,430
4,237
4,338
4,338
4,2
4,112
3,334
4,338
4,338
4,338
4,338
4,338
3,430
4,237
4,217
4,237
4,237
4,237
4,338
4,221
4,338
3,334
