user_id,location_id_number
1,6
1,6
1,6
1,373
1,373
1,373
1,111
1,111
1,373
1,373
1,373
1,373
1,373
1,373
1,47
1,47
1,373
1,373
1,451
1,324
1,324
1,37
1,37
1,14
1,14
1,14
1,14
1,188
1,188
1,14
1,14
1,14
1,223
1,223
1,541
1,3
1,14
1,156
1,486
1,486
1,14
1,311
1,311
1,14
1,14
1,135
1,135
1,135
1,286
1,516
1,516
1,102
1,14
1,435
1,435
1,1
1,156
1,486
1,14
1,14
1,435
1,189
1,435
1,272
1,14
1,14
1,112
1,112
1,486
1,14
1,435
1,530
1,530
1,455
1,435
1,14
1,14
1,14
1,403
1,403
1,14
1,435
1,14
1,14
1,124
1,574
1,14
1,165
1,14
1,156
1,519
1,235
1,435
1,435
1,223
1,339
1,435
1,486
1,395
1,133
1,14
1,435
1,86
1,171
1,235
1,14
1,4
1,99
1,435
1,19
1,19
1,406
1,41
1,193
1,486
1,374
1,2
1,2
1,583
1,583
1,4
1,4
1,435
1,435
1,73
1,73
1,104
1,104
1,104
1,112
1,112
1,14
1,391
1,391
1,406
1,235
1,188
1,14
1,14
1,4
1,4
1,380
1,79
1,374
1,434
1,434
1,434
1,434
1,544
1,435
1,469
1,485
1,435
1,435
1,4
1,327
1,327
1,541
1,14
1,14
1,131
1,236
1,130
1,334
1,334
1,435
1,435
1,435
1,435
1,485
1,485
1,485
1,392
1,431
1,14
1,435
1,293
1,395
1,69
1,8
1,499
1,435
1,229
1,230
1,574
1,100
1,442
1,442
1,435
1,117
1,14
1,14
1,435
1,435
1,435
1,7
1,483
1,263
1,263
1,435
1,149
1,4
1,12
1,275
1,435
1,22
1,72
1,100
1,100
1,100
1,450
1,223
1,125
1,171
1,435
1,374
1,374
1,100
1,217
1,408
1,408
1,100
1,4
1,4
1,435
1,198
1,186
1,374
1,14
1,435
1,546
1,148
1,148
1,231
1,148
1,93
1,93
1,93
1,148
1,435
1,486
1,229
1,575
1,235
1,426
1,583
1,14
1,86
1,41
1,285
1,285
1,118
1,171
1,435
1,435
1,574
1,574
1,537
1,5
1,486
1,590
1,175
1,290
1,14
1,14
1,14
1,55
1,175
1,14
1,193
1,193
1,532
1,531
1,533
1,533
1,536
1,255
1,255
1,494
1,180
1,169
1,169
1,482
1,201
1,201
1,201
1,78
1,278
1,543
1,539
1,279
1,84
1,84
1,14
1,274
1,392
1,435
1,328
1,564
1,435
1,130
1,441
1,374
1,14
1,14
1,435
1,403
1,311
1,311
1,141
1,96
1,96
1,96
1,41
1,359
1,331
1,349
1,349
1,14
1,14
1,10
1,9
1,86
1,488
