tenant_id,page_id
3,590
2,2279
1,28102
1,4428
2,18006
1,2307
2,42311
2,14700
2,18526
4,11102
2,48473
2,36448
2,28908
2,57013
2,9681
3,4316
1,27050
2,36309
2,32237
2,57562
2,11992
2,61326
1,31958
2,50962
2,39582
2,29691
1,25781
1,10769
1,20927
2,32226
2,54658
2,41296
1,36024
1,21156
2,30454
2,6742
2,6731
2,40462
2,9315
2,39946
1,8835
2,60981
2,7466
2,60981
4,18918
2,8238
4,2825
1,35992
1,44892
1,29240
2,25025
2,34481
2,61483
1,36733
2,21232
2,34063
2,31055
2,58745
2,8927
2,14401
2,4836
2,52481
4,10369
1,36707
1,26849
2,51954
2,8893
1,35072
2,40462
4,5922
2,33354
1,36277
1,14978
2,17432
2,24309
2,40827
2,53500
2,33751
2,41982
2,31230
2,18485
2,49817
2,26145
1,30237
1,16593
2,37235
1,32939
1,3589
2,9170
1,35300
4,8841
2,18929
2,59692
1,6366
1,784
2,16295
2,26103
1,19238
3,1594
2,20778
2,24216
2,56514
2,3482
2,60962
2,51141
1,5021
2,40462
2,18666
2,53133
2,55548
1,22124
2,34719
1,27558
1,42029
2,33870
1,41849
1,26531
1,21181
1,27558
2,454
1,689
2,26353
2,29682
2,18917
2,4325
2,60962
2,8879
1,1893
2,61113
2,36871
2,5967
2,19742
2,9400
2,18001
2,23698
4,12908
4,1685
1,43980
2,43056
4,3183
2,7133
2,47798
1,8168
2,60962
2,39232
1,29125
2,31293
2,22720
2,14715
2,37966
1,4882
1,23717
2,32085
1,12290
2,40808
2,36897
2,6938
2,37931
2,48838
3,3059
2,11499
2,62047
2,54782
3,1100
2,38569
2,21614
1,3631
2,27336
2,55049
1,5241
1,37742
2,7490
1,5627
2,48383
4,8256
2,48955
2,43632
1,29265
1,36011
2,50904
1,32410
1,1091
2,2936
4,4287
2,24848
2,50921
2,40669
1,18192
2,18329
1,33910
2,18329
2,48014
2,33090
4,10545
1,5936
2,3980
2,9705
2,53122
1,23871
2,4792
2,26207
1,44604
2,38143
2,16269
2,35913
2,19815
2,12675
2,24094
2,37770
2,22414
2,26998
2,48893
2,49134
1,38153
2,23896
2,26810
2,48562
2,31831
2,18728
1,33323
2,14666
2,18033
4,2445
2,50163
2,14263
4,2094
2,34524
1,5017
2,50098
2,7176
2,17831
2,20536
1,14395
1,1381
1,39768
2,7143
2,34859
2,29742
1,33177
2,13561
2,33324
1,18653
1,18653
1,387
4,11749
2,11102
1,18552
2,47789
2,16984
2,51741
2,44789
1,40526
1,33254
1,5177
2,39917
1,23741
1,7716
2,59764
1,4656
2,17464
2,41304
2,4345
1,6049
2,10923
1,21292
2,28392
2,28319
2,15772
2,28319
1,32080
4,11203
1,8645
2,36909
2,56088
2,35879
1,28497
2,28094
2,59621
2,29467
2,9365
1,10384
1,14659
4,6950
1,13268
1,40014
2,34938
2,48276
2,14704
2,14750
2,5758
1,16403
2,49053
1,16403
2,42760
2,39305
2,10923
2,34938
2,49053
1,8213
2,30466
4,10010
2,55920
2,12018
2,52964
1,28187
1,8132
1,3420
1,31521
2,15318
1,21707
3,4828
2,26304
1,21707
2,29668
2,13661
2,45684
2,47810
2,42002
1,4320
2,52033
1,43551
2,42002
2,41127
1,3747
2,33727
2,5382
2,43793
1,38892
2,10736
2,43793
2,19382
2,7466
1,9014
3,235
2,53559
2,56836
1,28497
2,7852
2,31589
1,25725
1,5214
2,46161
4,14168
1,5214
2,11282
2,44770
2,19793
2,38143
2,50815
2,23175
4,4004
2,52146
2,28382
2,2917
2,61502
2,60982
2,32988
1,5214
2,52144
1,16606
2,50733
1,18094
4,6309
2,56696
2,11732
2,17408
2,15768
1,21046
4,8709
1,20582
1,22296
2,54778
2,25504
2,39907
2,23712
2,24964
2,50007
2,14051
2,26218
2,49976
1,21665
1,27620
2,58410
2,14251
2,23512
2,27557
1,6713
1,42169
2,11102
2,32821
2,1678
2,1555
2,35499
2,52238
2,1678
2,8244
2,34507
3,2769
2,31463
1,25535
4,8392
2,14872
2,28530
2,29073
2,27103
1,11194
1,16002
2,16448
2,31054
2,5960
2,23916
2,60315
3,5475
3,2561
1,44533
1,30734
2,60688
2,22004
2,33368
1,35095
2,5960
4,5628
2,48443
1,4424
1,26149
2,1776
2,45082
1,36513
1,11695
3,7125
2,18481
1,8538
2,27842
1,11415
4,8905
2,8045
2,47569
2,26292
2,16312
2,46287
1,6186
2,43645
1,35985
2,38272
2,12212
1,13392
1,41696
2,53261
1,24772
2,52300
2,52303
1,43178
2,42265
2,22912
1,2033
2,31835
2,16106
2,50096
2,59945
1,17487
2,16106
2,18331
2,16106
2,55520
2,50264
2,6509
2,52089
2,16106
1,5903
1,30310
1,42876
2,50357
2,50351
1,1122
2,11738
2,14216
1,4455
2,21617
1,6103
1,3498
2,39334
2,61627
2,41300
1,39071
2,35319
2,23532
3,996
1,11554
2,9066
2,18312
4,6681
2,43996
2,225
1,39706
2,41309
2,11815
1,4332
1,4332
1,27250
2,6995
1,9535
2,29483
2,9667
1,12800
2,50509
2,32271
2,50509
1,36775
2,51635
2,10515
2,47471
2,27336
2,5730
2,8049
1,29805
2,52716
1,22858
1,20381
1,36011
2,37912
2,61122
2,8049
1,43017
2,56334
1,25993
2,27336
2,43212
1,35005
2,8049
1,2714
2,9838
2,8895
3,3979
2,50065
1,15774
1,1865
4,9030
2,45341
2,17234
1,29972
1,44553
4,12417
2,8636
1,28497
1,28497
2,6697
2,14671
2,62455
1,380
2,29620
4,11075
2,32226
2,24133
1,42072
2,46602
2,36113
1,24431
1,874
2,36113
4,16148
4,19784
1,35722
1,30933
1,32281
2,47584
1,12091
1,2276
2,14515
2,10285
2,49326
2,3841
1,33703
1,4454
1,33490
1,15369
2,50530
2,11089
1,13580
1,26424
2,18003
2,10283
1,17207
2,10730
2,10751
2,16099
1,28749
1,9922
4,18173
2,39520
2,9126
2,11290
2,1031
2,26366
2,31835
4,6927
2,45630
1,8547
2,13194
2,50541
4,18785
4,939
2,32819
2,11260
2,18517
2,14660
2,12638
2,12004
1,5062
2,46986
2,19378
1,20711
2,37575
2,18722
2,7488
3,4070
1,22210
2,59087
3,5530
1,11502
2,34965
2,12409
2,32934
1,7184
2,51085
1,11712
2,12632
2,28154
2,7457
1,16200
2,1392
2,29688
2,1392
2,16975
2,42183
1,30339
2,26466
4,4599
2,24099
1,654
2,9366
2,8244
2,6514
2,40922
1,44352
2,19961
3,10170
2,54190
3,5688
2,51243
1,10948
2,4040
2,13569
1,12515
2,54190
2,28200
2,38419
1,20234
1,44653
2,49900
3,5009
2,36641
1,22380
2,41811
2,4742
2,13230
2,41125
2,50704
2,17002
2,11390
1,28722
4,19013
2,12578
1,18689
2,60776
1,42492
4,11704
2,13013
1,42515
2,4949
1,13950
2,39532
4,16965
1,20356
4,1566
1,33792
1,17841
2,2308
2,32880
3,8656
2,6918
2,39478
2,5748
2,42909
2,18537
2,14651
1,24094
2,22013
2,56257
2,49346
2,23532
2,24647
4,7292
2,32237
2,32237
2,42612
1,30680
1,3209
2,50193
1,9769
2,953
2,16747
1,4280
2,20655
2,12851
2,44133
2,4178
1,16942
2,6999
2,49353
2,7477
2,1704
2,18316
2,46230
1,25817
2,10855
2,43625
2,25001
2,672
2,41302
2,24531
2,61891
1,1177
2,18068
1,28592
2,26899
2,38252
2,39715
2,57227
1,4608
2,46151
2,49500
2,36875
2,46164
2,46125
2,39289
2,26943
2,47972
2,45214
2,33720
1,24067
1,43980
2,26331
2,26569
2,13949
2,58511
4,7892
1,36909
1,36557
4,17133
2,47305
2,16727
2,44794
2,46252
2,42120
2,42697
2,21227
2,53287
1,1566
2,34977
2,34112
2,59567
2,50483
2,41804
2,38757
2,14338
2,14906
2,36852
2,42157
2,23087
2,6703
4,8748
2,6742
1,29813
2,10127
2,33944
2,45702
2,10754
4,10975
2,1021
2,23150
2,17381
2,33690
1,28994
2,13211
